Transaction_ID,Date_Time,Branch,Product_Name,Size,Unit_Price,Quantity,Discount_Rate,Topping_Type,Customer_ID,Customer_Age,Customer_Gender,Membership_Status,Payment_Method,Order_Source,Delivery_Time_Min,Delivery_Distance_KM,Staff_ID,Temperature_Celsius,Humidity_Percent,Store_Rating,Is_Public_Holiday,Category,Region,Is_Weekend,Hour_of_Day,Tax_Amount,Total_Sales
104880,2024-02-20 19:45:00,Cairo-Nasr City,Sweet Koshary Mix,Small,40.85,3,0.15,Pistachio,81059,62.0,Male,Gold,Wallet,Talabat,95,7.8,149,20.1,71.8,1.0,0,Signature,Greater Cairo,0,19,17.16,121.33
103310,2024-02-04 11:15:00,Cairo-Zamalek,Om Ali Cream,Medium,130.59,3,0.0,Pistachio,58862,15.0,Male,Bronze,Cash,ElMenus,87,2.7,107,27.6,35.5,,0,Traditional,Greater Cairo,1,11,54.85,446.62
108962,2024-04-03 08:15:00,Mansoura-Mashaya,Rice Pudding Nuts,Small,138.56,2,0.0,Nutella,62506,16.0,Female,None,Wallet,Mobile App,101,4.2,133,30.8,46.0,,0,Traditional,Delta,0,8,38.8,315.92
101703,2024-01-18 17:30:00,Dubai-Marina,Qishtouza Lotus,Small,167.68,11,0.0,Pistachio,66269,64.0,Male,Bronze,Cash,Mobile App,46,4.5,133,24.0,78.1,3.0,0,Modern,UAE,0,17,258.23,2102.71
102493,2024-01-26 23:00:00,Riyadh-Olaya,Ice Cream Mango,Medium,161.77,6,0.0,Nutella,60994,60.0,Male,Gold,Credit Card,Talabat,112,11.7,107,22.3,45.7,3.0,0,Ice Cream,KSA,1,23,135.89,1106.51
103707,2024-02-08 14:30:00,Cairo-Nasr City,Sweet Koshary Mix,Medium,60.37,1,0.1,Lotus,75600,55.0,Male,Gold,Credit Card,ElMenus,12,3.0,122,23.7,48.1,3.0,0,Signature,Greater Cairo,0,14,8.45,62.78
108277,2024-03-27 05:00:00,Mansoura-Mashaya,Sweet Koshary Mix,Small,126.82,7,0.1,,75128,27.0,Female,Gold,Credit Card,ElMenus,39,14.5,105,34.9,81.7,,0,Signature,Delta,0,5,124.28,923.25
100287,2024-01-03 23:30:00,Cairo-Nasr City,Om Ali Cream,Medium,165.13,8,0.15,,88688,19.0,,,Credit Card,ElMenus,117,14.4,109,17.2,85.5,2.0,0,Traditional,Greater Cairo,0,23,184.95,1307.83
101609,2024-01-17 18:00:00,Tanta-Saeed,Qishtouza Lotus,Small,83.81,1,0.0,Lotus,61025,63.0,Female,Gold,Instapay,Talabat,63,11.1,110,18.1,41.9,1.0,0,Modern,Delta,0,18,11.73,95.54
106632,2024-03-10 01:45:00,Riyadh-Olaya,Rice Pudding Nuts,Medium,60.06,2,0.0,Nuts,77296,49.0,Male,Silver,Cash,Mobile App,100,3.7,144,16.4,26.0,5.0,1,Traditional,KSA,1,1,16.82,136.94
108279,2024-03-27 05:30:00,Tanta-Saeed,Qishtouza Nutella,Small,55.95,9,0.0,Nuts,59258,32.0,Male,,Credit Card,Mobile App,53,13.8,110,26.3,41.8,2.0,0,Modern,Delta,0,5,70.5,574.05
107316,2024-03-17 04:45:00,Alex-Stanly,Qishtouza Nutella,Large,56.34,7,0.0,,72883,50.0,Male,None,Credit Card,Talabat,54,8.7,113,17.9,61.1,5.0,0,Modern,Alexandria,1,4,55.21,449.59
102253,2024-01-24 11:00:00,Alex-Stanly,Om Ali Cream,Large,126.03,5,0.0,Pistachio,79404,31.0,Male,None,Instapay,In-store,72,7.4,101,44.8,46.7,3.0,0,Traditional,Alexandria,0,11,88.22,718.37
107416,2024-03-18 05:45:00,Cairo-Nasr City,Super B.Laban,Large,44.04,11,0.0,Nuts,57213,65.0,,Silver,Instapay,Mobile App,49,6.9,120,31.0,34.1,1.0,0,Signature,Greater Cairo,0,5,67.82,552.26
108366,2024-03-28 03:15:00,Riyadh-Olaya,Qishtouza Nutella,Small,123.84,9,0.1,None,89239,49.0,Female,None,Instapay,Mobile App,12,7.8,138,36.2,72.9,4.0,0,Modern,KSA,0,3,156.04,1159.14
101892,2024-01-20 16:45:00,Tanta-Saeed,Rice Pudding Nuts,Small,48.28,5,0.0,Nuts,61262,53.0,Female,Silver,Cash,ElMenus,73,0.6,134,41.2,37.4,5.0,0,Traditional,Delta,1,16,33.8,275.2
105063,2024-02-22 17:30:00,Cairo-Nasr City,Rice Pudding Nuts,Small,143.84,10,0.0,,64763,41.0,Female,Bronze,Credit Card,Mobile App,33,3.0,113,28.3,89.1,4.0,0,Traditional,Greater Cairo,0,17,201.38,1639.78
106121,2024-03-04 18:00:00,Alex-Stanly,Rice Pudding Oven,Large,130.7,3,0.0,None,56777,74.0,Female,Bronze,Instapay,Talabat,60,8.6,131,23.4,86.7,4.0,0,Traditional,Alexandria,0,18,54.89,446.99
100564,2024-01-06 20:45:00,Dubai-Marina,Qishtouza Lotus,Medium,151.16,10,0.15,Nutella,63354,63.0,Male,None,Cash,Talabat,114,10.9,138,36.9,72.8,2.0,0,Modern,UAE,1,20,211.62,1496.48
100292,2024-01-04 00:45:00,Alex-Stanly,Sweet Koshary Mix,Small,153.95,7,0.0,Nuts,72769,61.0,,Gold,Instapay,In-store,90,14.6,120,17.1,72.4,2.0,0,Signature,Alexandria,0,0,150.87,1228.52
104717,2024-02-19 03:00:00,Riyadh-Olaya,Super B.Laban,Large,93.59,3,0.0,Pistachio,67418,28.0,Male,,Wallet,Talabat,99,7.7,124,35.3,60.6,5.0,0,Signature,KSA,0,3,39.31,320.08
107709,2024-03-21 07:00:00,Giza-Zayed,Om Ali Cream,Large,116.63,1,0.0,Lotus,57035,12.0,Male,Gold,Instapay,Mobile App,88,7.4,102,19.6,25.7,5.0,0,Traditional,Greater Cairo,0,7,16.33,132.96
106350,2024-03-07 03:15:00,Cairo-Nasr City,Qishtouza Lotus,Small,47.27,3,0.0,Nuts,80578,12.0,Male,,Wallet,ElMenus,44,14.8,134,16.0,78.9,1.0,0,Modern,Greater Cairo,0,3,19.85,161.66
100170,2024-01-02 18:15:00,Tanta-Saeed,Qishtouza Nutella,Medium,158.54,1,0.0,Nutella,75115,18.0,Female,Gold,Instapay,Talabat,119,10.8,145,42.8,67.2,1.0,0,Modern,Delta,0,18,22.2,180.74
100268,2024-01-03 18:45:00,Riyadh-Olaya,Om Ali Cream,Medium,89.57,7,0.15,None,64722,72.0,Male,,Wallet,Mobile App,56,3.7,110,18.4,68.1,5.0,0,Traditional,KSA,0,18,87.78,620.72
104639,2024-02-18 07:30:00,Giza-Zayed,Ice Cream Mango,Medium,157.09,7,0.0,None,76477,50.0,Male,Silver,Cash,ElMenus,17,11.3,114,39.0,30.0,2.0,0,Ice Cream,Greater Cairo,1,7,153.95,1253.58
107078,2024-03-14 17:15:00,Mansoura-Mashaya,Qishtouza Nutella,Medium,44.04,9,0.0,Pistachio,68869,55.0,Male,Bronze,Cash,In-store,66,7.5,147,39.8,71.0,3.0,0,Modern,Delta,0,17,55.49,451.85
103356,2024-02-04 22:45:00,Alex-Stanly,Super B.Laban,Large,164.86,9,0.15,Nuts,89071,67.0,Male,Silver,Credit Card,Mobile App,23,10.5,132,29.7,62.8,4.0,0,Signature,Alexandria,1,22,207.72,1468.9
108280,2024-03-27 05:45:00,Mansoura-Mashaya,Ice Cream Mango,Large,130.87,5,0.0,Nutella,68385,66.0,Male,Bronze,Cash,Mobile App,75,14.6,105,37.4,49.0,3.0,0,Ice Cream,Delta,0,5,91.61,745.96
100316,2024-01-04 06:45:00,Riyadh-Olaya,Super B.Laban,Medium,40.5,7,0.0,Pistachio,69600,37.0,Female,Gold,Instapay,ElMenus,55,5.0,113,25.3,74.4,2.0,0,Signature,KSA,0,6,39.69,323.19
106729,2024-03-11 02:00:00,Tanta-Saeed,Sweet Koshary Mix,Large,124.27,7,0.0,Nuts,77776,68.0,Male,Bronze,Credit Card,Talabat,91,4.9,132,30.7,53.6,,0,Signature,Delta,0,2,121.78,991.67
109496,2024-04-08 21:45:00,Cairo-Nasr City,Rice Pudding Oven,Medium,98.61,1,0.0,Lotus,84870,70.0,Male,Gold,Wallet,ElMenus,24,6.8,145,40.9,43.9,3.0,0,Traditional,Greater Cairo,0,21,13.81,112.42
104068,2024-02-12 08:45:00,Mansoura-Mashaya,Sweet Koshary Mix,Medium,87.53,9,0.0,Nuts,57437,42.0,Male,,Cash,Talabat,39,3.8,149,34.1,29.8,5.0,0,Signature,Delta,0,8,110.29,898.06
100246,2024-01-03 13:15:00,Tanta-Saeed,Qishtouza Lotus,Large,73.97,3,0.0,Nutella,53987,25.0,Female,,Cash,ElMenus,77,12.5,139,34.6,81.1,5.0,1,Modern,Delta,0,13,31.07,252.98
100253,2024-01-03 15:00:00,Giza-Zayed,Super B.Laban,Small,155.38,8,0.1,Lotus,76344,280.0,Male,Bronze,Cash,In-store,79,10.3,114,19.8,72.2,,0,Signature,Greater Cairo,0,15,174.03,1292.77
101112,2024-01-12 13:45:00,Cairo-Nasr City,Ice Cream Mango,Medium,42.18,1,0.0,,84169,33.0,Female,Silver,Cash,Talabat,97,7.6,142,22.3,36.8,2.0,0,Ice Cream,Greater Cairo,1,13,5.91,48.09
104802,2024-02-20 00:15:00,Dubai-Marina,Qishtouza Lotus,Large,170.85,2,0.15,Nuts,76187,17.0,Male,Silver,Wallet,Mobile App,74,3.2,130,29.6,87.9,2.0,0,Modern,UAE,0,0,47.84,338.28
101714,2024-01-18 20:15:00,Mansoura-Mashaya,Rice Pudding Nuts,Medium,46.57,9,0.0,Nutella,63330,48.0,Female,None,Instapay,ElMenus,33,2.4,126,32.2,38.2,4.0,0,Traditional,Delta,0,20,58.68,477.81
100051,2024-01-01 12:30:00,Dubai-Marina,Om Ali Cream,Large,46.1,2,0.1,Nutella,78673,,Male,Silver,Cash,In-store,55,6.4,149,20.6,38.0,5.0,0,Traditional,UAE,0,12,12.91,95.89
101836,2024-01-20 02:45:00,Cairo-Zamalek,Rice Pudding Oven,Small,176.5,9,0.05,Nuts,57017,23.0,Male,Silver,Wallet,Talabat,65,12.5,130,40.1,21.3,1.0,0,Traditional,Greater Cairo,1,2,222.39,1731.46
107897,2024-03-23 06:00:00,Cairo-Zamalek,Om Ali Cream,Small,90.75,7,0.1,Nutella,58747,21.0,,Gold,Wallet,In-store,69,4.2,146,40.1,80.4,,0,Traditional,Greater Cairo,1,6,88.94,660.66
103384,2024-02-05 05:45:00,Alex-Stanly,Om Ali Cream,Medium,168.33,2,0.05,Nutella,72210,31.0,Female,None,Instapay,Talabat,90,6.9,114,24.8,35.4,4.0,0,Traditional,Alexandria,0,5,47.13,366.96
106411,2024-03-07 18:30:00,Cairo-Nasr City,Super B.Laban,Medium,120.97,7,0.0,None,72907,,Female,Gold,Credit Card,In-store,77,4.3,111,38.1,70.2,1.0,0,Signature,Greater Cairo,0,18,118.55,965.34
104314,2024-02-14 22:15:00,Cairo-Zamalek,Super B.Laban,Medium,80.64,10,0.0,Pistachio,58291,50.0,Male,Bronze,Instapay,In-store,102,2.9,101,31.0,72.0,2.0,1,Signature,Greater Cairo,0,22,112.9,919.3
100873,2024-01-10 02:00:00,Cairo-Zamalek,Super B.Laban,Medium,49.72,2,0.0,None,57181,20.0,Female,Gold,Cash,Mobile App,12,9.7,123,26.9,55.7,2.0,0,Signature,Greater Cairo,0,2,13.92,113.36
101255,2024-01-14 01:30:00,Mansoura-Mashaya,Qishtouza Lotus,Medium,74.66,9,0.0,Lotus,51551,60.0,Female,Gold,Credit Card,Talabat,70,2.5,130,28.2,42.6,2.0,0,Modern,Delta,1,1,94.07,766.01
108882,2024-04-02 12:15:00,Tanta-Saeed,Super B.Laban,Medium,140.43,5,0.0,None,55702,29.0,Female,Silver,Wallet,Mobile App,98,7.5,132,42.2,25.5,5.0,0,Signature,Delta,0,12,98.3,800.45
105852,2024-03-01 22:45:00,Dubai-Marina,Rice Pudding Nuts,Medium,107.99,2,0.0,,85115,,Female,Silver,Cash,Talabat,47,1.4,104,42.6,42.3,3.0,0,Traditional,UAE,1,22,30.24,246.22
105703,2024-02-29 09:30:00,Cairo-Zamalek,Qishtouza Lotus,Medium,152.36,9,0.0,None,74495,,,None,Wallet,In-store,39,11.9,106,16.6,58.3,2.0,0,Modern,Greater Cairo,0,9,191.97,1563.21
108104,2024-03-25 09:45:00,Riyadh-Olaya,Rice Pudding Nuts,Small,142.83,2,0.0,,57022,17.0,,Gold,Instapay,ElMenus,51,14.0,106,35.2,66.3,2.0,0,Traditional,KSA,0,9,39.99,325.65
102099,2024-01-22 20:30:00,Tanta-Saeed,Qishtouza Lotus,Large,140.64,6,0.0,Pistachio,63442,39.0,Female,Gold,Cash,Mobile App,118,10.8,129,20.0,42.4,,0,Modern,Delta,0,20,118.14,961.98
105129,2024-02-23 10:00:00,Mansoura-Mashaya,Rice Pudding Oven,Large,79.68,9,0.0,Lotus,80064,43.0,Male,Silver,Instapay,In-store,44,13.3,120,21.6,38.4,3.0,0,Traditional,Delta,1,10,100.4,817.52
100249,2024-01-03 14:00:00,Cairo-Nasr City,Qishtouza Lotus,Large,153.12,5,0.0,Lotus,87417,47.0,Female,Silver,Instapay,Mobile App,103,11.3,102,43.2,41.8,3.0,0,Modern,Greater Cairo,0,14,107.18,872.78
106562,2024-03-09 08:15:00,Mansoura-Mashaya,Ice Cream Mango,Large,99.16,7,0.1,Pistachio,66776,67.0,,None,Credit Card,In-store,53,1.0,135,33.0,64.0,4.0,0,Ice Cream,Delta,1,8,97.18,721.89
101340,2024-01-14 22:45:00,Tanta-Saeed,Om Ali Cream,Medium,114.57,4,0.1,Nutella,57080,12.0,Female,Silver,Wallet,Mobile App,75,10.1,139,25.7,86.9,2.0,0,Traditional,Delta,1,22,64.16,476.61
107018,2024-03-14 02:15:00,Mansoura-Mashaya,Ice Cream Mango,Small,174.54,3,0.0,Lotus,53872,,Male,Silver,Instapay,Talabat,102,14.0,120,32.4,84.1,5.0,0,Ice Cream,Delta,0,2,73.31,596.93
102111,2024-01-22 23:30:00,Giza-Zayed,Rice Pudding Oven,Small,92.03,5,0.15,,86972,62.0,Male,,Credit Card,Talabat,61,0.7,144,15.3,34.7,1.0,0,Traditional,Greater Cairo,0,23,64.42,455.55
101570,2024-01-17 08:15:00,Tanta-Saeed,Qishtouza Nutella,Large,160.86,7,0.05,Nutella,73892,27.0,,Bronze,Credit Card,Mobile App,82,12.7,134,18.1,80.4,,0,Modern,Delta,0,8,157.64,1227.36
101727,2024-01-18 23:30:00,Giza-Zayed,Rice Pudding Oven,Small,130.26,2,0.0,Nutella,77887,24.0,Male,Silver,Wallet,In-store,117,4.3,127,30.6,81.1,1.0,0,Traditional,Greater Cairo,0,23,36.47,296.99
108385,2024-03-28 08:00:00,Tanta-Saeed,Om Ali Cream,Medium,125.21,11,0.15,Nutella,72679,25.0,,None,Instapay,Talabat,104,12.5,105,36.8,35.0,4.0,0,Traditional,Delta,0,8,192.82,1363.53
106941,2024-03-13 07:00:00,Giza-Zayed,Qishtouza Lotus,Large,63.36,3,0.0,Nutella,83418,72.0,Male,Bronze,Wallet,ElMenus,70,8.3,132,42.4,64.2,,0,Modern,Greater Cairo,0,7,26.61,216.69
104396,2024-02-15 18:45:00,Mansoura-Mashaya,Rice Pudding Oven,Medium,40.8,6,0.05,None,74386,49.0,Female,Silver,Credit Card,In-store,92,10.7,138,31.1,24.7,3.0,0,Traditional,Delta,0,18,34.27,266.83
102421,2024-01-26 05:00:00,Cairo-Nasr City,Qishtouza Nutella,Large,43.31,11,0.1,Lotus,82045,73.0,Male,Gold,Instapay,Mobile App,11,11.2,132,43.9,33.7,5.0,0,Modern,Greater Cairo,1,5,66.7,495.47
103046,2024-02-01 17:15:00,Alex-Stanly,Sweet Koshary Mix,Medium,85.27,11,0.1,Pistachio,71909,60.0,Male,None,Credit Card,ElMenus,86,13.9,114,22.0,48.1,3.0,0,Signature,Alexandria,0,17,131.32,975.49
105504,2024-02-27 07:45:00,Alex-Stanly,Om Ali Cream,Large,78.39,8,0.1,Lotus,82448,13.0,Female,Silver,Cash,In-store,107,12.5,146,34.9,49.5,1.0,0,Traditional,Alexandria,0,7,87.8,652.21
103704,2024-02-08 13:45:00,Tanta-Saeed,Rice Pudding Oven,Medium,79.35,8,0.0,Nutella,59972,30.0,,Silver,Cash,Mobile App,64,6.3,147,38.8,70.2,,0,Traditional,Delta,0,13,88.87,723.67
108192,2024-03-26 07:45:00,Cairo-Zamalek,Om Ali Cream,Medium,106.87,3,0.0,Lotus,57429,21.0,Male,Silver,Wallet,In-store,91,1.1,135,17.2,49.0,,1,Traditional,Greater Cairo,0,7,44.89,365.5
105332,2024-02-25 12:45:00,Cairo-Nasr City,Rice Pudding Nuts,Large,144.45,11,0.0,Lotus,63049,,Male,Bronze,Wallet,Mobile App,94,8.0,148,28.2,78.4,5.0,0,Traditional,Greater Cairo,1,12,222.45,1811.4
109809,2024-04-12 04:00:00,Cairo-Nasr City,Qishtouza Lotus,Medium,172.98,7,0.0,Lotus,87742,61.0,Male,Bronze,Instapay,Talabat,114,1.4,139,33.6,62.2,,0,Modern,Greater Cairo,1,4,169.52,1380.38
100448,2024-01-05 15:45:00,Tanta-Saeed,Qishtouza Lotus,Medium,60.61,4,0.0,None,62523,43.0,Female,,Instapay,Talabat,42,9.7,127,23.8,24.5,2.0,0,Modern,Delta,1,15,33.94,276.38
107895,2024-03-23 05:30:00,Giza-Zayed,Rice Pudding Oven,Small,80.34,11,0.05,Nutella,74439,38.0,Female,,Cash,ElMenus,91,4.9,133,38.1,85.2,4.0,1,Traditional,Greater Cairo,1,5,123.72,963.27
108729,2024-03-31 22:00:00,Cairo-Zamalek,Om Ali Cream,Medium,89.45,11,0.0,Pistachio,62422,51.0,Male,Silver,Cash,In-store,27,9.8,127,18.7,27.1,1.0,0,Traditional,Greater Cairo,1,22,137.75,1121.7
107829,2024-03-22 13:00:00,Giza-Zayed,Ice Cream Mango,Medium,50.44,10,0.15,Pistachio,72815,20.0,Male,Silver,Instapay,Mobile App,51,14.0,122,16.0,53.5,,0,Ice Cream,Greater Cairo,1,13,70.62,499.36
101769,2024-01-19 10:00:00,Dubai-Marina,Qishtouza Nutella,Small,96.6,2,0.0,Nutella,51081,61.0,Male,Gold,Instapay,ElMenus,110,12.3,102,33.0,36.5,,0,Modern,UAE,1,10,27.05,220.25
106809,2024-03-11 22:00:00,Dubai-Marina,Rice Pudding Oven,Large,48.4,9,0.0,None,77412,52.0,Female,Silver,Wallet,Talabat,89,0.9,149,32.7,44.6,4.0,0,Traditional,UAE,0,22,60.98,496.58
104705,2024-02-19 00:00:00,Cairo-Nasr City,Om Ali Cream,Large,132.7,1,0.0,Nuts,78316,50.0,Female,Silver,Instapay,Mobile App,39,8.1,139,34.1,52.1,5.0,0,Traditional,Greater Cairo,0,0,18.58,151.28
103870,2024-02-10 07:15:00,Tanta-Saeed,Qishtouza Lotus,Medium,76.85,11,0.0,Nutella,69982,40.0,Male,Gold,Cash,ElMenus,103,1.3,146,28.6,48.4,5.0,0,Modern,Delta,1,7,118.35,963.7
101656,2024-01-18 05:45:00,Alex-Stanly,Rice Pudding Oven,Medium,52.19,4,0.0,Nuts,78213,12.0,Female,None,Wallet,In-store,109,1.2,125,21.1,42.4,4.0,0,Traditional,Alexandria,0,5,29.23,237.99
103188,2024-02-03 04:45:00,Giza-Zayed,Qishtouza Lotus,Large,42.92,11,0.0,Pistachio,56780,64.0,Male,None,Cash,ElMenus,79,11.0,141,44.1,80.9,3.0,0,Modern,Greater Cairo,1,4,66.1,538.22
100684,2024-01-08 02:45:00,Giza-Zayed,Ice Cream Mango,Large,116.12,9,0.0,None,66480,24.0,Female,,Instapay,ElMenus,78,3.5,112,30.3,35.5,5.0,0,Ice Cream,Greater Cairo,0,2,146.31,1191.39
104171,2024-02-13 10:30:00,Giza-Zayed,Ice Cream Mango,Large,113.1,7,0.0,Nutella,61967,34.0,,None,Instapay,Talabat,62,7.1,141,40.2,68.2,5.0,0,Ice Cream,Greater Cairo,0,10,110.84,902.54
104478,2024-02-16 15:15:00,Riyadh-Olaya,Qishtouza Lotus,Large,153.97,2,0.0,None,51894,35.0,Male,None,Credit Card,In-store,45,7.9,116,19.7,43.8,1.0,0,Modern,KSA,1,15,43.11,351.05
100462,2024-01-05 19:15:00,Mansoura-Mashaya,Rice Pudding Oven,Medium,57.98,9,0.15,Pistachio,86817,31.0,Male,,Wallet,ElMenus,111,1.8,102,19.5,33.1,,0,Traditional,Delta,1,19,73.05,516.6
105765,2024-03-01 01:00:00,Giza-Zayed,Qishtouza Lotus,Small,155.72,9,0.0,None,58609,58.0,Male,Gold,Wallet,Talabat,24,7.3,131,42.5,71.3,1.0,0,Modern,Greater Cairo,1,1,196.21,1597.69
107523,2024-03-19 08:30:00,Tanta-Saeed,Sweet Koshary Mix,Medium,70.17,4,0.0,Lotus,89714,,Male,None,Instapay,Mobile App,104,7.8,140,43.2,64.9,5.0,0,Signature,Delta,0,8,39.3,319.98
104503,2024-02-16 21:30:00,Mansoura-Mashaya,Qishtouza Lotus,Small,133.49,2,0.1,None,75143,69.0,Female,None,Credit Card,Talabat,31,3.3,108,43.0,66.0,1.0,0,Modern,Delta,1,21,37.38,277.66
109710,2024-04-11 03:15:00,Alex-Stanly,Rice Pudding Oven,Medium,60.58,10,0.05,None,72359,61.0,Male,Bronze,Wallet,Mobile App,13,2.0,106,24.0,57.7,2.0,0,Traditional,Alexandria,0,3,84.81,660.32
100319,2024-01-04 07:30:00,Dubai-Marina,Rice Pudding Nuts,Large,58.0,9,0.0,None,70716,55.0,Female,Silver,Instapay,ElMenus,44,6.9,105,41.1,73.3,2.0,0,Traditional,UAE,0,7,73.08,595.08
101146,2024-01-12 22:15:00,Tanta-Saeed,Rice Pudding Oven,Medium,136.16,8,0.0,Nutella,73810,60.0,Female,Bronze,Credit Card,Mobile App,35,14.5,112,21.8,47.8,3.0,0,Traditional,Delta,1,22,152.5,1241.78
105095,2024-02-23 01:30:00,Riyadh-Olaya,Super B.Laban,Medium,103.88,1,0.0,Nuts,72248,36.0,Female,Bronze,Instapay,Talabat,12,11.1,104,23.3,31.5,4.0,0,Signature,KSA,1,1,14.54,118.42
101394,2024-01-15 12:15:00,Tanta-Saeed,Sweet Koshary Mix,Medium,157.33,2,0.05,Nuts,53152,15.0,Female,Bronze,Wallet,Talabat,42,10.0,102,28.2,77.0,3.0,0,Signature,Delta,0,12,44.05,342.98
106624,2024-03-09 23:45:00,Dubai-Marina,Qishtouza Nutella,Large,53.24,4,0.0,Pistachio,67671,42.0,Male,,Credit Card,Talabat,72,11.8,104,16.8,28.3,4.0,1,Modern,UAE,1,23,29.81,242.77
101502,2024-01-16 15:15:00,Tanta-Saeed,Rice Pudding Nuts,Large,58.22,4,0.0,Nuts,61416,62.0,Female,Gold,Credit Card,In-store,65,6.0,144,36.6,24.8,1.0,0,Traditional,Delta,0,15,32.6,265.48
106409,2024-03-07 18:00:00,Cairo-Zamalek,Sweet Koshary Mix,Medium,123.65,10,0.0,,57232,74.0,Male,Bronze,Wallet,Talabat,40,5.1,102,43.5,85.7,2.0,0,Signature,Greater Cairo,0,18,173.11,1409.61
100377,2024-01-04 22:00:00,Giza-Zayed,Qishtouza Nutella,Small,121.44,11,0.0,Nutella,78453,21.0,,None,Wallet,Mobile App,23,5.7,116,22.2,45.9,3.0,0,Modern,Greater Cairo,0,22,187.02,1522.86
100411,2024-01-05 06:30:00,Alex-Stanly,Om Ali Cream,Large,71.32,1,0.0,Lotus,84302,35.0,Male,Bronze,Cash,Talabat,20,7.2,123,30.9,67.8,2.0,0,Traditional,Alexandria,1,6,9.98,81.3
101661,2024-01-18 07:00:00,Alex-Stanly,Sweet Koshary Mix,Large,62.24,10,0.0,Nutella,69360,66.0,Male,Bronze,Instapay,In-store,71,5.0,116,43.9,41.2,4.0,0,Signature,Alexandria,0,7,87.14,709.54
103152,2024-02-02 19:45:00,Tanta-Saeed,Super B.Laban,Small,102.98,4,0.0,None,77171,62.0,,Gold,Credit Card,In-store,37,11.6,128,30.9,37.4,3.0,0,Signature,Delta,1,19,57.67,469.59
101624,2024-01-17 21:45:00,Giza-Zayed,Rice Pudding Nuts,Small,119.94,2,0.0,Nuts,86208,59.0,,None,Cash,Talabat,72,8.9,147,15.9,80.7,4.0,0,Traditional,Greater Cairo,0,21,33.58,273.46
105610,2024-02-28 10:15:00,Riyadh-Olaya,Sweet Koshary Mix,Medium,145.43,5,0.0,Pistachio,66681,20.0,Female,Gold,Instapay,Mobile App,97,2.9,130,37.5,89.3,,0,Signature,KSA,0,10,101.8,828.95
108533,2024-03-29 21:00:00,Giza-Zayed,Rice Pudding Nuts,Medium,177.02,5,0.0,,80005,14.0,,Silver,Wallet,In-store,117,2.3,143,21.4,21.7,3.0,0,Traditional,Greater Cairo,1,21,123.91,1009.01
105803,2024-03-01 10:30:00,Tanta-Saeed,Rice Pudding Nuts,Medium,113.73,4,0.15,None,53853,33.0,Female,Silver,Cash,In-store,109,7.5,113,33.9,73.0,5.0,0,Traditional,Delta,1,10,63.69,450.37
105307,2024-02-25 06:30:00,Giza-Zayed,Sweet Koshary Mix,Medium,126.2,9,0.0,Nutella,61813,42.0,Female,None,Credit Card,ElMenus,76,2.6,145,43.3,40.4,2.0,0,Signature,Greater Cairo,1,6,159.01,1294.81
107087,2024-03-14 19:30:00,Riyadh-Olaya,Rice Pudding Nuts,Large,148.48,7,0.0,None,54622,21.0,Male,Bronze,Cash,ElMenus,76,10.9,117,34.1,32.0,2.0,0,Traditional,KSA,0,19,145.51,1184.87
108898,2024-04-02 16:15:00,Giza-Zayed,Super B.Laban,Medium,130.49,1,0.0,Nuts,63650,24.0,Male,,Wallet,Mobile App,52,6.0,115,18.1,33.7,3.0,0,Signature,Greater Cairo,0,16,18.27,148.76
107489,2024-03-19 00:00:00,Dubai-Marina,Rice Pudding Nuts,Large,114.04,9,0.05,Lotus,56953,37.0,Female,None,Wallet,Mobile App,53,4.4,122,17.1,68.2,1.0,0,Traditional,UAE,0,0,143.69,1118.73
109616,2024-04-10 03:45:00,Cairo-Nasr City,Sweet Koshary Mix,Small,86.25,7,0.0,Pistachio,52095,,Female,Silver,Cash,In-store,38,5.6,138,31.1,34.1,2.0,0,Signature,Greater Cairo,0,3,84.52,688.27
109218,2024-04-06 00:15:00,Giza-Zayed,Rice Pudding Oven,Medium,134.61,4,0.0,None,54170,65.0,Female,Silver,Wallet,Mobile App,58,12.3,103,17.2,45.6,5.0,0,Traditional,Greater Cairo,1,0,75.38,613.82
101673,2024-01-18 10:00:00,Riyadh-Olaya,Qishtouza Nutella,Medium,133.61,11,0.0,Nutella,52769,19.0,Female,Silver,Wallet,Mobile App,45,13.7,149,32.2,24.3,,0,Modern,KSA,0,10,205.76,1675.47
102359,2024-01-25 13:30:00,Cairo-Zamalek,Qishtouza Nutella,Small,178.28,4,0.0,None,78246,15.0,Female,Silver,Credit Card,In-store,107,9.8,105,20.3,51.7,4.0,0,Modern,Greater Cairo,0,13,99.84,812.96
108468,2024-03-29 04:45:00,Mansoura-Mashaya,Rice Pudding Nuts,Small,176.07,4,0.0,Nuts,50277,31.0,Female,Bronze,Wallet,In-store,22,5.0,140,22.0,80.8,2.0,0,Traditional,Delta,1,4,98.6,802.88
100275,2024-01-03 20:30:00,Cairo-Nasr City,Qishtouza Nutella,Large,150.16,2,0.0,,85930,13.0,Female,None,Wallet,ElMenus,67,12.5,133,17.1,84.2,,0,Modern,Greater Cairo,0,20,42.04,342.36
102474,2024-01-26 18:15:00,Giza-Zayed,Om Ali Cream,Medium,124.43,3,0.0,Nuts,78988,23.0,Female,None,Wallet,ElMenus,116,10.7,148,25.9,52.0,5.0,0,Traditional,Greater Cairo,1,18,52.26,425.55
